Tweets,Polarity,Sentiments
If study is right nifty should hold 11150 clbs n Move up May stop hunt some more but close ABV 11150 No bad news on Corona can flare up V shape recovery as well Currently waiting for confirmation my setup to long Stick to quality stks,0.21714285714285714,Positive
Corona Virus is bigger than an individual or country It s playing Russian Roulette with humans,0.0,Neutral
Not unless he gets Corona virus,0.0,Neutral
yeah and I think should come up with the campaign for in this crisis,0.0,Neutral
We found the cure to Corona HOLD PRESS,0.0,Neutral
We survived Corona virus,0.0,Neutral
I sincerely hope former to be true but I think it s later that s happening corona is fooling us,0.2125,Positive
We eat samosas full of ecoli Corona viruses cannot affect us Indian s,0.35,Positive
Except to save free cash for buying 2 samosas for the price of 1 post corona sell off And that hasn t even begun yet IMHO,0.4,Positive
Coronachan has mutated to Corona San,0.0,Neutral
Corona virus is just howering around India Though not yet there been a great threat to us we should take due care to prevent any undue influence of virus Govt and people in general should observe cleanliness all over cities If affected it would be very difficult to control it,0.018750000000000017,Positive
Higher temp is the real reason that why is sub Saharan countries reporting Corona virus cases everyday,0.08333333333333333,Positive
your thought about Corona virus prevention Homeopathy seems to be a good option apart from WHO preventive norms,0.7,Positive
Homeopathy could be a good preventive measure against corona virus Any thoughts about it,0.7,Positive
I thought corona virus was only in China,0.0,Neutral
Why don t they give the trophy to the league leaders before Corona virus struck the world Oh wait That s LFC No we can t do that Let s just give to Man City,0.0,Neutral
meanwhile To mai kya karu Job chod doooo,0.0,Neutral
People who are mocking with Corona virus things they re forgetting the logic that the virus is natural disaster whereas the riots are caused with deliberate efforts of fascist political party So my advise to them kindly fuck off,-0.10000000000000002,Negative
Stock Market and Corona are in competition Who will kill more,0.5,Positive
In few months from now Corona Virus will be history Now its time to Karona Investments MutualFundsSahiHai WhatsApp forward,-0.2,Negative
The way markets are behaving it seems that Corona will kill more invested people than infected people Coronavid19 coronavirus BlackFriday Bloodbath,0.5,Positive
Corona virus amp Shopping in china coronavirus CoronaVirusUpdates ChinaVirus ChinaCoronaVirus funny dogsoftwitter pet animallovers,0.25,Positive
Corona has as of now stayed away from India touchewood Is the sultry hot climate the reason If it does come in then international orgs have raised red flags saying India won t be able to tackle it CoronaVirusUpdates Coronavid19,0.1875,Positive
Stock market has Corona Bears,0.0,Neutral
Apt that Haarithan was making Corona jokes and now Italy is dusted,0.6,Positive
But it s v v frustrating for our own rights we have to fight no other country has such rule after such big corona virus still BMC amp Government has to be reminded how ridiculous pathetic,-0.13385416666666666,Negative
Delivering Corona Virus Even China said to become Vegetarian,0.0,Neutral
Corona Virus will be history after few months Now it s time to Investment karo na financialplanners wealthcreators personalfinance munaafabynilesh Profitable Solutions,-0.2,Negative
Yes Corona virus for Jehadi Terrorists,0.0,Neutral
The timing couldn t have been worse for the SBI Cards IPO massive demand for the issue but likely to feel the Corona virus impact Deals,-0.13333333333333333,Negative
Indian major imports Crude will be cheap sir that will help India and also now duw to Corona virus issue in china some manufacturing already shifting to India like specifically chemicals India has better days ahead but this IIM educated bigot dont see positives for India,0.06562500000000002,Positive
Khush Morning Latest Chitralekha Cover Story How deadly virus Corona Knock On Effects on China s and amp worldwide economy including India Its feared that this Coronavirus May Be Worse Than SAARS in mny fields Chitralekha talks to Economists n Market Analysts amp Traders,-0.03333333333333335,Negative
goi india Export of live animals to Saudi Arabia must stop immediately under present situations Corona virus can be transmitted in India as wooden craft carrying 1000s of animals from india for slaughter are highly vulnerable,-0.09090909090909091,Negative
The reason behind that is not just Corona Corona might still cure,-0.4,Negative
Sorry but it s time to put a Teletubbies sticker on your head and play Dante s Inferno after sipping Corona,-0.5,Negative
Corona virus ke chalte thoda precaution liya,0.0,Neutral
Weather hypothesis about corona,0.0,Neutral
India has the anti CAA disease and riots while the world has got CoronaVirus and shutdowns The Corona will eventually be won over But what about the CAA virus That s not going away anytime soon Antidote is UCC,0.0,Neutral
Even Gibraltar circulated corona covid 19 announcement,0.0,Neutral
USA is likely to go in recession this year due to Corona virus Oil prices will collapse,-0.0625,Negative
Dear please give us some notice for ppl stuck in Milan my sis amid the Corona virus scare over there Theyve tested ve but the Indian embassy is unresponsive No one s there to give proper guidance,0.0,Neutral
More so internally she worried about Corona reaching Italy,0.25,Positive
C in Kunal Kamra stands for many things Chu Chinal Corona virus etc,0.5,Positive
More people died in DelhiRiot than corona virus outside China stop the protest,0.25,Positive
