Tweets,Polarity,Sentiments
Not only this racism issue but also the corona pridefall and some people posting triggering fancams the law in PH etc Everyone please take care of yourselves There are different threads available on twt on these topics and how to protect yourself on SNS please check them,0.13333333333333333,Positive
Varanasi PM Modi hails little Corona Warrior s courage who donates all his piggy bank money to PM Cares fund via NaMo App,-0.1875,Negative
Who Is the Worst CM in Corona Management Uddhavthackray,-1.0,Negative
Had the Govt made compulsory institutional quarantine to all incoming international passengers when it started giving home quarantine corona may not have entered India,0.0,Neutral
Even those who are in higher official they don t know our North East they even don t know Sikkim as a state I am very much proud that Sikkim doesn t have a single case of Corona till date,0.3261904761904762,Positive
when govt put home korantin stamp to international passengers in February had it done institutional korantin the corona may not have entered our country,0.0,Neutral
10 new corona positive cases in Assam rising COVID 19 tally 329 via assam,0.18181818181818182,Positive
Delhi s recovery rate for CORONA cases is 48 An impressive one All set to reach 50 Thanks for the extraordinary work of and team Despite having ZERO support from CENTRAL RED SALUTE TO ALL,0.30666666666666664,Positive
In War footing manner SILCHAR DSA POLICE PARADE GROUND India Club Field can be converted to QUARANTINE CENTRE as how Sarusajai has been converted So that Panic and Transmission of Corona among the common people of Silchar Town can be minimized to a great extent,0.08333333333333333,Positive
We have let Corona free We hv surrendered to its might unlike many SE Asian countries like Vietnam S Korea etc who hv so far successfully warded off its effects,0.35,Positive
To support Corona Survivors Frontline Warriors Essential Workers and their families I have taken the BreakTheStigma Pledge and committed myself towards the fight against COVID 19 You can also take the pledge at via,0.0,Neutral
If 6 people found in a Mosque To tod denge Kona kona But these people are preparing antivirus to fight corona So nothing will happen kuch nahi hona,0.0,Neutral
SOP For Covid19 for Home Follow these and stay away from Corona Virus,0.0,Neutral
Corona will be part of our life may be for next few months so how much days govt will give lockdown It s time now to gradually start our lifestyle back We should be Maintain Social distancing use Mask Avoid spitting using a pocket sanitizer etc,0.006666666666666666,Positive
Corona Virus Outbreak Control Daily Check List of DC Cachar Cachar District District Bulletin on Novel Corona Virus in the Cachar District Assam District Profile Cachar Silchar Covid19 Cachar,0.0,Neutral
We are with you sir let s fight against corona till we win,0.8,Positive
A Corona full bus gifted to Silchar Thank you District Administration Cachar you have done a remarkable job by receiving and sending all to home quarantine,0.5333333333333333,Positive
Best wishes to our Honourable Government for taking all necessary efforts and putting into action to make us corona free,0.375,Positive
Good Efforts by our Honourable Government to make us corona free,0.55,Positive
Good Step by our Honourable Government to make us corona free,0.55,Positive
Have your all stakeholders have downloaded Aarogya Setu App Keep downloading Aarogya Setu App by all stakeholders to make corona free New and AS Expert PDCA strategy can control Covid 19 at Hindustan Paper Corporation,0.2681818181818182,Positive
Have your all stakeholders have downloaded Aarogya Setu App Please keep on downloading Aarogya Setu App at the earliest to make corona free New and GoI india Ji at Hindustan Paper Corporation,0.2681818181818182,Positive
