Tweets,Polarity,Sentiments
Our motherland have 545 lok sabha members 245 rajya sabha members 4120 mla s Total 4910 leaders 4910 5 lakh Hopefully its 2500 crores All politician must create worshipful records for Corona virus Jai hind,0.0,Neutral
We can collect 2500 crores from all mp s rajya sabha members mla s if every politician give 5 lakh only for Corona virus Jai hind,0.0,Neutral
We can collect 2500 crores from mp s rajya sabha mla s if every politician give just 5 lakh All politician must help nation for Corona virus Be brave for it Jai hind,0.8,Positive
Though being human was the need of the hour but the ambitions of this man are pretty high with ili minded associates like amp he will run this agenda ahead also Delhi hs been captured masterly and now Corona has also been pushed to demean others,0.1366666666666667,Positive
We can collect at least 2500 crores from all mp s mla s if every member contribute 5 lakh each for Corona virus But it needs big hearts Jai hind,-0.15,Negative
Benefits Of Satsang True sant satsang gives us true knowledge that god have power to ends all diseases like corona virus Must watch sant rampal ji satsang on sadhna at 7 30 p m,0.35,Positive
Total number of Corona Virus cases in India crosses 1000 Active 901 Cured 095 Death 027 Migrated 01 Total 1024 As on 29 March 7 30 PM,-0.044444444444444446,Negative
Think for poor people unemployment due to Corona virus Try to send all at their home It s crucial problem Jai hind,-0.17500000000000002,Negative
Tfrd to Karnal Corona Relief fund MyNationMyDuty AdoptaFamily Humanitycall,0.0,Neutral
So this Corona Virus has made Chinese people stand against their own people Very disturbing This also highlights that people there don t want to trust the CCP regime and still fear another outbreak in the region,-0.01666666666666668,Negative
Dear Sir this is an awesome idea it can be very useful tool to fight against corona virus plz watch INDIA IndiaFightAgainstCorona,0.6950000000000001,Positive
Please donate from BJP party fund to PM care fund to fight Corona,0.0,Neutral
Try to get donation for Corona virus from super rich Jai hind,0.35416666666666663,Positive
stay home stay safe coronavirus lockdown corona virus covid 19 w2shub karnal haryana india picoftheday photooftheday instapic followtrain followers world Hub,0.5,Positive
Stay Home Stay Safe Follow DC Rules amp orders for Corona Virus covid 19 COVID19 covid at CSC Aadhaar Center Taraori,0.2,Positive
GodMorningFriday Nostradamus also predicted about saint Rampal Ji Maharaj and wrote that he can even bring natural changes by his spiritual power ChineseVirus19 Supreme Saint Rampal Ji Maharaj Must Wacth Ishwar TV 8 30pm IST China America corona,0.05,Positive
GodMorningFriday Must know how to use the leisure time found in this corona virus epidemic to see who is the Almighty Lord Must Wacth Ishwar TV 8 30pm,0.0,Neutral
Hospital s with ventilators facilities are extremely require to handle awkward situations by Corona virus Jai hind,-0.3625,Negative
Become world leader by hard laws excellent strategies against Corona virus Jai hind,0.35416666666666663,Positive
Amazing superb realism with charcoal Khol by give a social massage corona cornavirus india china germany italy usa iran england artist artoftheday characterdesign,0.5444444444444445,Positive
All we have to do is nothing but stay at home to fight against corona virus But what about those people who are even fighting to meet their basic needs They are so helpless or hopeless so we except from our govt To provide them their basic stuffs so that they can also stay,0.0,Neutral
socialdistancing corona virus covid 19 cov d19 staystrong stayhome staysafe karnal haryana india picoftheday photooftheday instapic followtrain followers world w2shub Hub,0.0,Neutral
Focus on cash facilities instead of midday meal goods distribution due to Corona virus Jai hind,-0.125,Negative
It s illogical and irresponsible to provide midday meal distribution due to Corona virus Make strong planning please Jai hind,0.15416666666666665,Positive
Kindly provide cash facilities in every state for midday meal distribution Think seriously about Corona virus Jai hind,0.13333333333333333,Positive
Kindly provide cash facilities instead of midday meal goods to students Make respectable planning not irresponsible planning Fight against Corona virus first Jai hind,0.45,Positive
