Tweets,Polarity,Sentiments
How the shameless insensitive peoples r working with Indian Govt amp bureaucracy How they could have the sweet sleep when most of the India is suffering after Corona No strong step is being done by Govt in curbing d menace,0.2111111111111111,Positive
Whatever the Indian Govt Bureaucracy doing or not doing while controlling the Corona menace it seems both are overconfident amp irresponsible Overconfident might be due 2 EVMs amp irresponsible due 2 illiteracy zero strength amp unplanned working culture,-0.125,Negative
your immoral behaviour is not appropriate with current situation If you were peremptorily banished from Govt s anti Corona strategy It means that you are platitude leader in assembly without strategy COVID19Pakistan CoronavirusOutbreak,-0.125,Negative
Think What were you gonna do Against Muslims Against Kashmiris For Hindutva ideology You made Kashmir a prison Today all India is closed After Corona we will all be changed The world will change News,-0.1,Negative
Great initiatives Imran Khan official much better then india i am watching both TigerForce Corona doesnt effects Young ppl,0.46666666666666673,Positive
Anti Corona spray by a Muslim man in a Mandir in Karachi Much Respec,0.2,Positive
I learnt this from Corona Virus lockdown StayHome coronavirus,0.0,Neutral
Countries of civil war and Disease Yemen and Libya are still safe from the corona,0.5,Positive
CoronaFreePakistan Stay Home Stay Safe And Follow the instructions defeat Corona,0.5,Positive
Italy Iran South Koeran Banks allowed Bitcoin to avoid corona virus through notes so we their ppl can trade with the world from their home but Pak Govt is not understanding WaqarZaka why TenUp waqarzaka,0.0,Neutral
Crypto Mining with hydro power in KPK will bring Millions WaqarZaka is willing to give free services then why Govt is not allowing him This is the only product we can export to get huge revenue in corona crisis Tenup waqarzaka,0.2625,Positive
I am speechless Pakistan s Gov Corona strategy No lockdown koz 25 population will starve 2 death Tiger force will provide rashan door to door Pakistanis will donate funds in PM corono relief ac In this way pakistan will fight COVID 19,0.0,Neutral
You are right has donated 25crore in pm corona care fund But This Sahrukh Khan did Zero Such people are traitors of our country Earn every thing from here but does nothing for the country,0.14285714285714285,Positive
As an upset Indian citizen I would like to ask Mr In most difficult times like these when the country needs funds why are you spending crores of money on your personal advertisements on news channels corona lockdownindia,0.0,Neutral
Scure Frenchs by rapd prper treatmnt Only one no other to dstroy Corona by Neem Tonic made by Nem leavs spervaccine at earth protct al nrvs France Govt must anounce evry prsn take 2dozs Neem Tonic daily esentialy No death occure rootout infctious circle Psitive turn to Ngatives,0.020833333333333332,Positive
I am not able to understand the temperature theory human body temp is 37 degree C which is higher than the surroundings then how Corona virus can alive in the body,0.025,Positive
SAVE HUMANS OF EARTH Adopt rapid propr way to Kill the Vrs only one no other to eliminate Corona by Neem Tonic prtect al nrvs WHO must anounce evry prsn take 2dozs Neem Tonic prpare by Nem leavs daily esentialyNo death occure rootout infectious circle Psitives turn to Ngatives,0.020833333333333332,Positive
