Tweets,Polarity,Sentiments
Save Nation please get addresses of those attended that Jammat before corona reached to our family and kids protect humans,0.0,Neutral
Will we come together or work alone Will we leave our ego and work for the betterment for our planet earth a question to every country and society Coronavirust Corona COVID19 QuestionTime,0.0,Neutral
indiabullsDhani loan No PL24546827 EMI RS 1521 by my name Subhash Chand Gupta s o shri Pooran Chand Gupta I want to say that due insufficient balance in my Account as I have no work due to CORONA VIRUS so EMI will be delayed for two months Thanks,-0.016666666666666663,Negative
Writing this from the Sleepless nights Helpless times Break from the mediocre life We are all in this together Staying home will help The situation be better Corona TheLockdown lockdown StayHomeStaySafe QuarantineLife thoughts at Vasant Kunj Enclave,0.0,Neutral
Islamic jihadi want to carry Corona from one to one and Conspiring to Spread after 14th April I got Some Information Within Country and outside Very Very disastrous and Dangerous Conspiracy Jihad through Corona lockdown Coronavirustruth StayAtHome ChineseVirus19,-0.5033333333333333,Negative
Fuck Corona lmk if y all want this to drop coronamemes Against Corona,-0.4,Negative
Plotting everyone s love life interest on a graph where X axis denotes the name of the person and Y axis is your love in unit text per week sent I call this a py b aar chart Go Corona Corona go,0.5,Positive
I am damn to scared to even go close to a momin these days they are like moving time bombs spreading the corona like its some task of khuda damn yeah if this is islamophobia then yeah its happening,0.0,Neutral
What about our PM Modi Ji who was welcoming Trump even after one month of the first Corona Virus Case in India,0.25,Positive
Nation is heading towards the end it s unfortunate that ppl amid corona pandemic have time to discriminate ppl of the same nation PM I request and demand help,-0.25,Negative
Even a perfect response won t end the pandemic As long as the virus persists somewhere there s a chance that one infected traveler will reignite fresh sparks in countries that have already extinguished their fires Covid 19 GenC Are we prepared Corona,0.4166666666666667,Positive
On Corona virus at Jawaharlal Nehru Stadium,0.0,Neutral
Let s spread corona virus from mosques,0.0,Neutral
Shoo we are namazi and corona proof,0.0,Neutral
Fuck these corona virus Have they praised Modi to bring them back to I dia Never Do it or perish,-0.2,Negative
What is this Tableeghi Jamaat meeting happened in Pakistan and Delhi as well Full Corona Ind,0.35,Positive
This is the real human man who donated 25cr in PM CARES Funds to help corona s patient s and I really want to say Thank You I really want to appreciate this guy who helps any person in any kind of situations,0.25,Positive
Bhaiya we Hindus are paying for PM Care and these retarded Fuzlims are preparing corona bombs I think there is a conspiracy behind this,-0.6000000000000001,Negative
Just wanna to address my 1st tweet and god bless all to go through the tough corona virus time Stay safe and protect your own and your family at Ireo Skyon,0.23703703703703702,Positive
