Tweets,Polarity,Sentiments
Corona to those students who are still studying,0.0,Neutral
Work of CM of Chhattisgarh is Praiseworthy for saving people of Chhattisgarh from Corona All steps taken by him is superb Regards DSBABA DAVID SINGHDEO 9926360003 Raipur,1.0,Positive
Congrats to Hon CM of CHHATTISGARH to IMPOSE LOCKDOWN AND CONTROL EACH AND EVERYTHING TO SAVE THE PEOPLE OF CHHATTISGARH FROM CORONA,0.0,Neutral
Contribution of Rs 11 00 lakhs to CM relief fund by Shree Mahamaya Devi Mandir Public trust Raipur Chattisgarh for fighting Corona,0.0,Neutral
Benefits Of Satsang The satsangs of the true Satguru tell us that there is a God who eradicates even the worst of diseases even if it is an epidemic like corona,-0.325,Negative
Altogether 5000 tweets by CPI CPM and CPI ml as relief for corona A great service Kerala Govt acted for its servival,0.8,Positive
yes Benefits Of Satsang The satsangs of the true Satguru tell us that there is a God who eradicates even the worst of diseases even if it is an epidemic like corona and cancer Watch Sadhna TV for nights from 7 30 to 8 30 pm,-0.325,Negative
Dear Sir My family have made small contribution to strengthen our fight towards a Corona Free India and will also motivate others to join the War against Corona IndiaFightsCorona,0.07500000000000001,Positive
All of us can donate Rs121 amount in Pradhan Mantri fund either through paytm or NEFT If one person will give Rs 121 then even if only 2 crore people out of 130 crores donate it will make Rs 242 00 00 000 Rs Two Hundred Forty Two Crores for Corona Victims Poor people,-0.2,Negative
IRCTC full refund corona Lockdown Indian Railways to give full refund for all tickets for journey during lockdown period,0.35,Positive
Social Message on CORONA,0.03333333333333333,Positive
This itself has become corona virus,0.0,Neutral
sir Pranam little request Please take action for some of irresponsible people due to Corona virus all Bharat is lockdown but akola m s MIDC is not lockdown all worker nd their bosses are continuing their bussinessa and services I m worried,-0.07083333333333333,Negative
Sir Funds of 1 75LacCrore should be distributed through Aadhar i e only to those who actually indeed of help Coz who are not interested to enroll Aadhar why they should get benefited Who need citizenship is having Aadhar corona,-0.041666666666666664,Negative
Seems like government is on holidays these days How irresponsible u people are Wake up wake up Its high time to get on action to fight against this pandemic CORONA PATIENTS BIHAR,0.13,Positive
Which Gadget of Doraemon can save us from Corona COVID2019,0.0,Neutral
Sabzi lene gyi thi Socha jaa ke puch lu agar kaam kraenge to kar lungi Super women our maids plz don t t even think to cut der salary nd yes what if we donate something to daily wage workers in this corona outbreak binamilesathladen narishakti,0.16666666666666666,Positive
help on my booking I want refund as my flight has cancelled due to Corona PNR LE33JL RPR TO HYD MABBU KUMARASWAMY 24 03 2020 unable to reach u on call or via mail also,-0.3125,Negative
Ramayan Satsang Se Amazing Advantage Hear the cure of incurable diseases in the satsang of the full Guru While the corona virus has no cure till now through satsang of Saint Rampal Ji Maharaj you will get a solid treatment of this epidemic,0.11250000000000002,Positive
