Tweets,Polarity,Sentiments
Uptill now why corona virus news not highlighted as first case found in kerala,0.25,Positive
With Corona epidemics lingering should Delhi polls may be postponed,0.0,Neutral
Political parties busy in campaign we prepare to fight Corona,0.05,Positive
How would you feel when you order a mask for Corona Virus and find out it s shipped from China China CoronavirusWho VirusChina coronavirusindia coronavirues virusCoronaChina CoronavirusOutbreak india mask VIRUS CORONA,0.0,Neutral
Get three Chinese guys to ShaheenBagh amp announce they have Corona virus All Anti CAA nautanki virus will disappear Via SMS,0.0,Neutral
CORONA VIRUS Prevention is better than cure Take 2 dose of ARSENIC ALBUM 30 mixed with INFLUENZINUM 30 in 10 minutes interval AYUSHMAT HOMEOPATHIC Dr Chetan Gupta Mo 9893318631,0.25,Positive
CORONA VIRUS Prevention is better than cure Take 2 dose of ARSENIC ALBUM 30 mixed with INFLUENZINUM 30 in 10 minutes interval AYUSHMAT HOMEOPATHIC Dr Chetan Gupta Mo 9893318631,0.25,Positive
China Once Said Naqqab is Banned Now All are wearing Mask Same as Naqaab Fear Of Corona Virus Chinese Doctors amp medical staff fighting against Coronavirus Allahoakbar power of Allah at Jhansi Fort,0.0,Neutral
Send 3 Chinese guys to Shaheen Bagh announce they have Corona virus All anti CAA nautanki virus will disappear,0.0,Neutral
Corona virus is next gen smallpox Will consume millions,0.0,Neutral
Seems like a name change is in order,0.0,Neutral
This man deserves our endless respect Dr Liang Wudong who was treating patients of corona virus in wuhan china gets infected while treating patients and become the first doctor to die from the new Coronavirus,0.08712121212121211,Positive
Visit life preparation channel on YouTube Share this news corona coronavirus china india publichealth public lovequotes healthylifestyle hello2020 2020goals knowledgeofself healthyfood health,0.0,Neutral
must watch Homeopathic approach for corona viruse,0.0,Neutral
Please Report Anything Immediately To Nearest Health Centre Corona coronavirus,0.0,Neutral
Let s Eradicate the Corona VIRUS,0.0,Neutral
Corona virus is the Human mind set of Religious Transformation fault,0.0,Neutral
Cool I started with Corona beer graduated to Beluga Vodka and then ended the day evening with Bailys in icecream No wonder I am gaining weight,0.35,Positive
