Tweets,Polarity,Sentiments
Good decision by China purposefully allowed corona virus spread over the world We Indians support you World need to take strong actions against Chinese communist party Let s come together and teach a lesson to China,0.37777777777777777,Positive
Meanwhile some news of relief here from Goa Active Corona cases drop down to 28 Hope to become Corona free State again before Monsoon,0.037037037037037035,Positive
Corona has also given us a sense of humour,0.0,Neutral
Update Three COVID19 patients have been cured and discharged from ESI Hospital Active cases in the state now stand at 28 Our team is working hard to fight the virus and make Goa a corona free state HM,-0.00833333333333334,Negative
Update Three COVID19 patients have been cured and discharged from ESI Hospital Active cases in the state now stand at 28 Our team is working hard to fight the virus and make Goa a corona free state,-0.00833333333333334,Negative
Consider corona virus is warm up Worst is yet to come,-0.2,Negative
Will not survive corona,0.0,Neutral
He doesn t have to spit or do anything intentionally untimely sneeze or cough is enough these situations have crossed my mind and having wrote this am now even more paranoid thinking of orders eating at restaurants before corona,0.25,Positive
If AMERICA is a super power now is the time to show it Send a few jets and bomb them ur next OSAMA might be hiding there CORONA killed more Americans then OSAMA did so that way u should hunt CHINA down faster,0.04629629629629628,Positive
Good sign for Odisha that recovery ratio is more Congratulation to Corona warriors,0.6,Positive
Ladakh belongs to China Tibet belongs to China Arunachal belongs to China Sikkim belongs to China Every territory belongs to China but not Corona,0.0,Neutral
Mount Everest belongs to China South China sea Territory belongs to China feels Corona doesn t belong to China,0.0,Neutral
Sir good alternative career option Post corona,0.7,Positive
For corona he should blame China because it is a bigger menace,0.0,Neutral
So What does being a surgeon have to do with Corona Virus,0.0,Neutral
Corona is cultivating bad habits in us,-0.6999999999999998,Negative
We specialise in looking the wrong way We are waiting for a Santa Claus to save us when the victory is in our hands Why can t we understand such a simple thing that wearing masks and maintaining distancing are two powerful vaccines with us to fight Corona,-0.05,Negative
Corona is changing everything From mindsets to weather,0.0,Neutral
One day we will have corona also in matching colours,0.0,Neutral
But by hiding behind lock down we will take double beating More and more infection s with mortalities and economic suicide We cannot avoid the corona impact Either we bite the bullet and get out of it fast or drag it The damage in terms of numbers will be the same,0.08271604938271604,Positive
Corona has chewed our senses,0.0,Neutral
Corona will answer your first question The other two will take another century,0.0625,Positive
Corona times all colours look yellow,0.0,Neutral
Good alternative career option Post corona,0.7,Positive
It will be after corona,0.0,Neutral
No masks no distancing Corona times,0.0,Neutral
Is some competition announced that We are running helter skelter to declare ourself corona free,0.4,Positive
