Tweets,Polarity,Sentiments
India surpasses China in corona deaths,0.0,Neutral
Are bhai proud Indian kya Kar Raha hai carona Ka time pe Assigning tasks to his colleagues he is enjoying Corona like this rt,0.65,Positive
Please take a action as early as possible and make our district and village seasonal infection and corona,0.06666666666666667,Positive
Kcr also doing this When you think PROCTICALLY The TRS GIVE 1500 BUT NOT GIVE THE MASK TRS GIVE THE 12KG RICE BUT NOT DO THE TEST OF CORONA TO EVERY PATIENT,0.0,Neutral
WATCH Joginder an Auto driver in Delhi has done an Indian jugaad to prevent him and his passengers from Corona Virus Very happy that we are allowed to function Immensely thankful to for giving us Rs 5 000 in lockdown he says with a smile on his face,0.43333333333333335,Positive
We have to live with Corona so Delhi decides to open but slowly amp cautiously Public Buses Taxis Auto allowed to operate Markets shops offices restaurants home delivery allowed Metro malls barbers schools closed Take care and stay safe,0.03939393939393939,Positive
Modi is responsible for this mascare busy in Namaste Trump while corona knock the door of India,0.15000000000000002,Positive
Corona Work,0.0,Neutral
Presently the condition is very serious because of corona covid 19 I request you to continue lock down till September as we are going to get vaccine in October,-0.1962962962962963,Negative
Have to disagree w you Ansar I discussed Kazie s case w garu was told that the surgery could be supported under CMRF However all surgeries are stalled due to Corona Hence Kazie has to wait amp get dialysis done Let s behave during this crisis,-0.125,Negative
To promote Hand washing here we nominating Khammam for SafeHands Challenge This is to promote clean hands to fight corona virus Accept the challenge and share your hand washing video and take it further,0.18333333333333335,Positive
Corona Lockdown is Strengthening Family Bond,0.0,Neutral
Artist pays tribute to Covid warriors through micro sculpture in Warangal,0.0,Neutral
Sun Pharma gets nod for drug trial in COVID 19 patients,0.0,Neutral
Delhi COVID 19 death count 398 record spike of 1 106 more cases,0.5,Positive
Noida 8 false Covid 19 detections by private labs notice being served,-0.20000000000000004,Negative
Six more COVID 19 cases in Meghalaya total rises to 27,0.25,Positive
Is it permissible to perform prayers at home for fear of contracting COVID 19,0.0,Neutral
COVID 19 1 437 new virus cases in Mumbai 38 deaths,0.13636363636363635,Positive
West Bengal reports 7 more COVID 19 fatalities death toll crosses 300,0.5,Positive
Monkeys run away with blood samples of Covid patients in UP,0.0,Neutral
I m a doctor iam tell covid gulidlines we should take hot water everyday and now cases in 2050 cases are there in Telangana at Huzurabad Bus Station,0.024999999999999994,Positive
Location ashoka junction hanamkonda GWMC We used to stay together all these days helping them when ever we come across them but as we r in hard times of covid 19 we request you to take necessary measures to rehabilitate them and keep the city safe at Ashoka Hotel,0.06944444444444443,Positive
Which State Is Hiding The More Number Of Cases Covid 19,0.5,Positive
Jagan taken right desission now you are in mother position if you are in CM position you could take right desission as Jagan your son Dr Sudhakar vast the valuble time of emergency covid 19 time what ever may be Doctor is punishable ever ncbn AndhraPradesh,0.19047619047619047,Positive
Hello all today morning I have watched the ETV NEWS I am very much surprised and worried about COVID 19 that this can be avoid by taking 2 precautions 1 Follow the instructions of the GOVERNMENT STRICTLY 2 With the self defence like maintenance of the home homely,0.1,Positive
My innovation Foot operate hand wash system is selected NIF India challenge Covid 19 National level competition Thanks for your great full support MBD Karimnagar KNR WGLU,0.45,Positive
World wide highest contribution to Covid 19 COVID19 IndiaToday,-0.1,Negative
Rather than me narrating startup success stories to 200 global employees of got founders aradhi amp Srija of Covid Smartwatch to join me amp share their journey Glad it s received very well Cc ranjan,0.25,Positive
Frontline warrior on Duty GWMC GWMC Covid 19india Covid 19 CovidWarriors CoronaWarriors CoronaWarriorsIndia,0.0,Neutral
Whatever is being done is not sufficient enough to fight COVID 19 U deserve compliments too But One way curbing measures are taken other way making things clear for spreading Allowing liquor to be sold is going to create a big problem in coming days,-0.006249999999999995,Negative
I had an another opportunity and privilege to install my innovation Tru Sens pedal operated hand wash system to fight against Covid 19 at CHC Narsampet on behalf of Lions clubofNarsampet inaugurated by our belovedMLA Peddi Sudarshan Reddy garu today,0.0,Neutral
Which way is India heading in the next 15 days Taking a diversion towards flattening its curve or rising along its growth curve COVID19India IndiaFightsCOVID19 Covid 19india coronavirusindia,0.0,Neutral
Creating Awareness through Street Art GWMC amp Team Artists Posting Educative Messages of Covid 19 Awareness around the City in Warangal Gratitude to our FrontLineHeroes Clicked Collector Office WGLU,0.0,Neutral
Great job annaya love u U that To serve the people no need Of power Covid 19 Rakesh sadiram,0.65,Positive
GWMC WGLU Sir On behalf of people of Wgl and on my personal behalf thank you for your excellent work fighting and controlling COVID 19 We selute you As a part we the LPG Distributors along with our staff worked relentlessly in supplying cylinders at door step,0.5,Positive
WGLU Sir On behalf of people of Wgl and on my personal behalf thank you for your excellent work fighting and controlling COVID 19 We selute you As a part we the LPG Distributors along with our staff worked relentlessly in supplying cylinders at door step,0.5,Positive
WGLU On behalf of people of Wgl and on my personal behalf thank you for your excellent work fighting and controlling COVID 19 We selute you As a part we the LPG Distributors along with our staff worked relentlessly in supplying cylinders at door step,0.5,Positive
WGLU Sir On behalf of people of Wgl and on my personal behalf thank you for your excellent work fighting and controlling COVID 19 We selute you As a part we the LPG Distributors along with our staff worked relentlessly in supplying cylinders at door step,0.5,Positive
Thanking the journalists and news reporters for the information regarding Covid 19 in this crisis WorldPressFreedomDay,0.0,Neutral
You can also call below COVID 19 Police control room numbers for assistance and permissions They are ready to help us in this regard 9490617440 9490617431 Please donate blood and save life,0.2,Positive
When during COVID19,0.0,Neutral
Eventhough tha laptop is in warranty period I can t get proper service Please anyone help me through this From January I m facing the problem I don t know how to deal with this issue Laptop quarintine Lockdown5 COVID19,0.0,Neutral
Be safe and be strong Allah Not Allowed EatMeat COVID19 BDMemCasa HTGAWM tbt coronavirus MestreDoSabor ISupportSudhirChoudhary,0.4666666666666667,Positive
covid19 special trains list Swetharka org,0.35714285714285715,Positive
Indian nationals stranded abroad being brought back in special flights with necessary precautions being taken against spread of Covid19,0.11904761904761905,Positive
Sometimes life is extremely irony unable to predict what aftermath of any situation is we humans r solely the predators of this planet eventually sometimes we feel vengeance by earth to humans planetearth humanbeings berespondible VizagGasTragedy lifeistestingus COVID19,-0.3125,Negative
Every day of quarantine is a fine opportunity to fuck up things all over again and not worrying about it Because there is no one to watch your mess covid19 staysafe stayhome qurantine,-0.05277777777777778,Negative
Namasthe all Team ngo Served 31daily wage families with basic essentials in Warangal in associatn with Blood amp organsociety We Thank all donors amp volunteers for supporting us in reaching out the needy due to Covid19 lockdown WGLU WGLR,0.041666666666666664,Positive
