Tweets,Polarity,Sentiments
BreakingNews Italy CLAIMS TO HAVE FOUND THE VACCINE FOR COVID19 The ANTIBODIES found seem to neutralise the coronavirus Cell in humans Cure FINALLY FOUND ChinaVirus Corona india,0.0,Neutral
I hope and believe that there will be no case of Covid 19 yet you guys have to follow basic rules for your own safety Be responsible be safe LetsFightCoronaTogether Covid 19,0.325,Positive
Sharmanak Covid to puranas me bhi hai jisko tackle kiya gaya tha No appreciation of rich scientific history,0.375,Positive
After Covid 19 this site may be your next destination list to enjoy the beautiful climate nature amp scenic beauty Meghalaya,0.4166666666666667,Positive
Just messing around with some design concepts Covid 19 reality scifi,0.0,Neutral
New Phor Women farmers group from Nagaland work together to share food To them Self reliance Self sufficiency Solidarity are the lessons learned from this Pandemic Read full article CommunityEmpowerment COVID,0.24318181818181817,Positive
Salute to for being the best Health Minister in the country today and for pursuing the anti Covid mission in Assam with a zeal that s exemplary All states should look to Assam as a model,1.0,Positive
Me happy within amidst covid that s all I can say now,0.8,Positive
this is what currently happening in India during covid 19 situation No one help my tears rolled down after i saw this video migrant labourers walking 1000 km to reach their home,-0.07777777777777779,Negative
A CSR initiative of NEEPCO Handing over of Masks Sanitizers hand wash to Shri Siddhartha Bhattacharya Hon ble Minister GMC Law Govt Of Assam for Municipal workers deployed for fighting against Covid 19 IndiaFightsCorona PPE sanitizer,0.0,Neutral
I just have a feeling that all of us just have to go through this Covid 19 shit at one point coronavirusmemes CoronaUpdates,-0.2,Negative
Receiving some kgs of rice from Dadenggre MDC covid 19 relief in april 2020 with thanks,0.2,Positive
It truly is sad that Covid has brought out the worst in the Govt,-0.75,Negative
Need your help sir on Aarogya Setu app as in meghalaya the app is not showing correct status And please guide as to how we know if nearby people within 5 km get covid 19,0.0,Neutral
MEGHALAYA IAF Flypast in Meghalaya Showers of Flowers on CoronaWarriors CoronavirusOutbreakindia CoronaUpdatesInIndia COVID 19,0.0,Neutral
Supporting each other through the pandemic Shed Superstition be Scientific COVID staysafe HelpEachOther,0.0625,Positive
I hope and believe that there will be no case of Covid 19 yet you guys have to follow basic rules for your own safety Be responsible be safe LetsFightCoronaTogether Covid 19,0.325,Positive
80s music is helping me stay sane during this lockdown COVID19 lockdown2020,0.0,Neutral
Meghalaya Sir Now that Meghalaya is COVID19 FREE Plz open up G S Road and other major Markets We are bleeding Our Expenditures never stopped Help us Sir,0.084375,Positive
Polluters want to use COVID19 to kill climate ambition but 3 powerful women amp can push through a GreenCoronaRecovery in Europe and inspire the world to embrace a brighter future Join the global call now,0.09999999999999999,Positive
is it a possibility to launch sell these product in India Companies People are taking undue advantage of the covid19 pandemic and extorting money for these non contact thermometers These are need of the hour Thanks,0.2,Positive
Journalists need a crash course in reporting Covid19 what to say amp what adjectives to avoid Some say journalists should avoid adjectives like deadly coronavirus The point is not to create fear but also not downplay the severity of the disease Tough call,-0.29444444444444445,Negative
We join you in honoring those who are at the frontline of fighting Covid19 May God protect protect them from all harm,0.0,Neutral
MEGHALAYA IAF Flypast in Meghalaya Showers of Flowers on CoronaWarriors CoronavirusOutbreakindia CoronaUpdatesInIndia COVID 19,0.0,Neutral
