Tweets,Polarity,Sentiments
PVRCinemas vouchers earned could not be redeemed due to corona next time atleast dont say you are loyal customer and bla bla pathetic customer relationship management,-0.19791666666666669,Negative
A video featuring MA Baby delivering a speech on corona virus has caught public attention If anyone comes across the video please send it to me,0.0,Neutral
One of the funniest tracks I worked on with my brudha MC Couper This track is concerning the current situation we are facing this lockdown Couper amp Me try to use comedy and chants to get rid of corona over,0.0,Neutral
One of the funniest tracks I worked on with my brudha MC Couper This track is concerning the current situation we are facing this lockdown Couper amp Me try to use comedy and chants to get rid of corona over hard,-0.14583333333333334,Negative
One of the funniest tracks I worked on with my brudha MC Couper This track is concerning the current situation we are facing this lock down Couper amp Me try to use comedy and chants to get rid of corona over,-0.07777777777777779,Negative
I watched speech after recovery a few days ago and joining office today Good throat power Using more energy to pronounce words More intense than before Corona is not dangerous,0.3333333333333333,Positive
Dirty game by the US and blame it on Trump How true is this or fake click on the link and read DonaldTrump Covid 19 cnninternational bbc BorisJohnsonPM CoronavirusLockdown Corona usacovid19,-0.2875,Negative
Ideas are like corona virus It has no life by itself If it is executed or published it gets a life like entering human bodies and creating a civilisation for itself by living and spreading through many,0.25,Positive
Happy World Book Day Books are the source of light to remove the darkness of ignorance worldbookday worldbookday2020 book books bookstagram quarantine corona lensmark isolation niKk,0.6000000000000001,Positive
Covid 19 is the novel corona virus Arnab is the next one discovered in 2020 Covid 20 even more lethal,0.25,Positive
Besides his official 1 3 CR donation ThalapathyVijay has also given a generous amount of money 50 lakhs to his fan clubs VMI who have been directly doing Corona relief charity works for the affected public on ground Such a generous man Thalapathy sir at Poochakkal,0.03333333333333333,Positive
Respected sir TCS Infopark has fired employees because of the corona outbreak We had faith in your words Kindly please do the needful,0.6,Positive
INDIA why people attached Burial of corona warrior FlDoctor,0.0,Neutral
Dear Sir why are you so frustrated always Lift the PEN that lifted u start productivity stop other Activity Compose something on CORONA to fall the nation in HARMONY We know you are proud of The Great AKBAR and worship his KABAR our expectation is limited up2 that,0.14071428571428574,Positive
Corona warriors They re silently working like our Men in Uniforms and require the biggest PPE support and other smart modern protection Only an alert system can keep the battle going and gain the upper hand,0.04821428571428571,Positive
Is that true the Novel Corona Viruses has the ability to detect ACE2 of your lungs,0.35,Positive
I see two real women Leaders in this corona time Sithakka Vidadala Rajini,0.2,Positive
Please do not believe the claims made by Kerala cm about corona virus control His daily press briefing is a massive pr exercise masterminded by an event management firm But for TJs role in TN we would have been the best managed State,0.2,Positive
Peaches StayHome I m Not Gonna Let You Outside There s Corona Out There ShotOnMi Quarantine TheBarkedClub Kochi InstaGood MobilePhotography Dog Barked Lightroom Doggo,0.0,Neutral
Pakistan can use the drug to save the lives of Jihadhis rather than the public No Corona Medicine to Pakistan,0.0,Neutral
Corona Medicine should be given to all countries Poor countries should be given free corona medicine Do not give medicine to Pakistan which provides food and rations based on the religion of the citizens,0.0,Neutral
Should We Fight Corona or Communalism,0.0,Neutral
M harastra state either ineffective or ignored COVID fight migrants not given food maharastrians affected by Corona amp deaths shooting up state spoiling nation s image All other states visibly doing best possible,0.2916666666666667,Positive
I feel much better about my incompetence after the Corona virus pandemic All world leaders giving me good company,0.6,Positive
While some argue that india has to some extent controlled the Corona explosion it s just disappointing to watch the PM address the people of india like toddlers Honestly as much as we need your spiritual motivational speeches we d love to hear some facts Facts on at Cochin Bakery,0.02500000000000001,Positive
Thank god Being a consumer state Kerala still manages to make this things available on a vishu day during this pandemic period Kudos To the government Happy vishu folk s StayHomeStaySafe IndiaFightsCorona Vishu Vishu2020 vishukani Corona COVID19 at Palluruthy,0.6000000000000001,Positive
Claps for staying indoors and watching movies covid lockdown claps stayhome indoor watchmovies prayingmantis insect nocturnal corona kerala socialdistancing India,0.0,Neutral
urges malayalis to contribute to CMDRF as vishukaineetam corona covid KeralaFightsCorona vishu,0.0,Neutral
In the wake of the corona s re emergence in China Please shut down all land water and air transport from China It also requests the halt of all imports of goods from China,-0.15555555555555559,Negative
Listen to the most recent episode of my podcast The Philosophy about the Corona Pandemic,0.25,Positive
Assam Meghalaya have made their lockdown extension plan clear Decides to open liquor outlets and wine shops from tomorrow Will Kerala follow If Kerala is serious in reducing alcoholics in State well Corona has given us a chance Let s break the queue for ever,-0.07777777777777777,Negative
Pakistan provide food ration and medicines to citizens on the base of their religion Pakistan is also behind corona jihad in India Please don t give Corona medicines to Pakistan,-0.6000000000000001,Negative
China the partner of Pakistan should give them medicines If Pakistan recovered from Corona they would resume thr anti India activities terrorism aid to anti Indian insrgncy within India and the genocide of Hindus Christns and Sikhs in Pakistan,0.0,Neutral
Drugs should be given to the entire world Free to poor countries Please Don t give Corona Medicines to Pakistan Pakistan has billions of fund for cross border terrorism and to provide protection to International terrorists like Osama amp Davud,0.0,Neutral
It s bio terrorism launched against India by Pakistan More than 200 corona virus positive patients waiting along India Nepal border to infiltrate into India,0.36363636363636365,Positive
Are you ready for another crisis To know more click on the below link If you haven t watched the video then click to know more about post corona crisis I ve explained the details in the most simple way,0.33999999999999997,Positive
Corona virus globalised the human fear,0.0,Neutral
This is Kerala Modi can follow this 2stop Corona Catastrophe sabanaqvi thorat,0.0,Neutral
Innocent people who dont even know what is corona,0.5,Positive
Corona in Mumbai slums is extremely worrying Community spread in slums could be a disaster Kudos to Maha govt trying it s best to contain it India need to worry about states like UP amp Bihar where God only knows what the real situation is Kerala is doing a wonderful job,0.41500000000000004,Positive
World s biggest Bully And the blame game begins the threats However sadly enough for Americans no answer to CORONA Horror Story continues in the US even as Trump is busy blaming WHO threatening India intercepting amp forcefully taking PPEs to Germany amp other villainy,-0.10625000000000001,Negative
Dr Subramanian Swamy had told in the early stages of corona attack that the Army should be entrusted with the task of relief and rescue operations He was proved right The Centre should have listened to him,0.19285714285714284,Positive
Mortality is now calculated based on tested cases The untested cases will make the of mortality much lesser Will global average of Corona virus mortality of 5 emerge as an arithmetical blunder Jay Bhattacharya MD in Stanford University and Ph D in Economic Research,0.012500000000000004,Positive
US is in a bad shape facing the full wrath of corona yet Trump is talking about retaliation At this time Maybe he should attack corona,-0.17499999999999993,Negative
US is facing the full force of corona yet Trump is still in his high horse talking about retaliation May be he should attack corona,0.255,Positive
Friends Indians country men As we know United we stand Divided we fall Corona is bigger than our differences Let s unite to battle this common enemy,-0.15,Negative
As we know United we stand Divided we fall Corona is bigger than all this Let s unite against the common enemy Else we are doomed,-0.15,Negative
It is believed that Viruses from China usually understand English Though they are more fluent in Chinese Mandarin Last heard disheartened disappointed by the chant go corona go the virus has decided to go back at the earliest,-0.07142857142857142,Negative
Last heard Corona is catching the morning flight back to China,0.19999999999999998,Positive
Miss the mountain roads with my beast But let s chant everyone Go Corona Corona Go missingthemountains missingtheroads ducatimonster ducati instagram westernghats,0.0,Neutral
Madam Biocon can obtain exclusive Patent for vedic science innovative Anti Corona medicine propagated by Modern Day Nero,0.35,Positive
coronago two weeks no food after burned mouth corona will definitely go,0.0,Neutral
